name,value,year,lastValue,rank
Tyreek Hill,35.3,1,35.3,1
Alvin Kamara,34.1,1,34.1,2
James Conner,29.2,1,29.2,3
DeSean Jackson,26.6,1,26.6,4
Kenny Stills,22.6,1,22.6,5
Isaiah Crowell,22.2,1,22.2,6
Michael Thomas,22,1,22,7
Joe Mixon,20.9,1,20.9,8
Mike Evans,20.7,1,20.7,9
Todd Gurley,20.7,1,20.7,10
Adrian Peterson,20.6,1,20.6,11
Jay Ajayi,20.2,1,20.2,12
Randall Cobb,20.2,1,20.2,13
Emmanuel Sanders,19.5,1,19.5,14
Saquon Barkley,18.8,1,18.8,15
Chris Thompson,18.8,1,18.8,16
Austin Ekeler,18.6,1,18.6,17
Melvin Gordon,18.6,1,18.6,18
Jared Cook,18,1,18,19
Julio Jones,18,1,18,20
Dion Lewis,17,1,17,21
Keenan Allen,16.8,1,16.8,22
Will Dissly,16.5,1,16.5,23
Rob Gronkowski,16.3,1,16.3,24
Phillip Lindsay,16.2,1,16.2,25
Antonio Brown,15.3,1,15.3,26
Ted Ginn,15.3,1,15.3,27
Davante Adams,14.8,1,14.8,28
Ezekiel Elliott,14.6,1,14.6,29
Golden Tate,13.9,1,13.9,30
A.J. Green,13.2,1,13.2,31
Geronimo Allison,12.9,1,12.9,32
T.J. Yeldon,12.9,1,12.9,33
Cooper Kupp,12.8,1,12.8,34
David Johnson,12.7,1,12.7,35
Phillip Dorsett,12.6,1,12.6,36
Carlos Hyde,12.5,1,12.5,37
Quincy Enunwa,12.3,1,12.3,38
Demaryius Thomas,12.3,1,12.3,39
Dante Pettis,12.1,1,12.1,40
Tyler Lockett,11.9,1,11.9,41
JuJu Smith-Schuster,11.9,1,11.9,42
James White,11.6,1,11.6,43
Kenny Golladay,11.4,1,11.4,44
Stefon Diggs,11.1,1,11.1,45
Eric Ebron,11.1,1,11.1,46
Odell Beckham,11,1,11,47
Marshawn Lynch,10.9,1,10.9,48
Lamar Miller,10.9,1,10.9,49
Willie Snead,10.9,1,10.9,50
Jordan Reed,10.8,1,10.8,51
Jordan Howard,10.7,1,10.7,52
T.Y. Hilton,10.6,1,10.6,53
Jarvis Landry,10.6,1,10.6,54
Brandon Marshall,10.6,1,10.6,55
John Brown,10.5,1,10.5,56
Tevin Coleman,10.5,1,10.5,57
Kenneth Dixon,10.4,1,10.4,58
Adam Thielen,10.2,1,10.2,59
Chris Godwin,10.1,1,10.1,60
Michael Crabtree,9.8,1,9.8,61
Jakeem Grant,9.8,1,9.8,62
Bruce Ellington,9.7,1,9.7,63
Alfred Blue,9.6,1,9.6,64
Anthony Sherman,9.6,1,9.6,65
Brandin Cooks,9.3,1,9.3,66
Javorius Allen,9.2,1,9.2,67
Robby Anderson,9.2,1,9.2,68
George Kittle,9,1,9,69
Mike Williams,8.1,1,8.1,70
Jalen Richard,7.9,1,7.9,71
Josh Gordon,7.7,1,7.7,72
Larry Fitzgerald,7.6,1,7.6,73
Dalvin Cook,7.5,1,7.5,74
Christian McCaffrey,7.5,1,7.5,75
Cole Beasley,7.3,1,7.3,76
Royce Freeman,7.1,1,7.1,77
DeAndre Hopkins,7.1,1,7.1,78
Kyle Rudolph,7.1,1,7.1,79
Peyton Barber,6.9,1,6.9,80
Rex Burkhead,6.9,1,6.9,81
Kenyan Drake,6.6,1,6.6,82
Bilal Powell,6.5,1,6.5,83
John Ross,6.3,1,6.3,84
Corey Davis,6.2,1,6.2,85
Andre Roberts,6.2,1,6.2,86
Alex Armah,6.1,1,6.1,87
Frank Gore,6.1,1,6.1,88
Allen Robinson,6.1,1,6.1,89
De'Anthony Thomas,6.1,1,6.1,90
Jordan Wilkins,6.1,1,6.1,91
Jesse James,6,1,6,92
Chris Carson,5.9,1,5.9,93
Alex Collins,5.9,1,5.9,94
Ryan Grant,5.9,1,5.9,95
Kyle Juszczyk,5.6,1,5.6,96
Nelson Agholor,5.5,1,5.5,97
Leonard Fournette,5.5,1,5.5,98
Keelan Cole,5.4,1,5.4,99
O.J. Howard,5.4,1,5.4,100
Tyreek Hill,50.3,2,35.3,1
Todd Gurley,50,2,20.7,2
Alvin Kamara,46,2,34.1,3
DeSean Jackson,45.5,2,26.6,4
James Conner,43.7,2,29.2,5
Melvin Gordon,43.2,2,18.6,6
Michael Thomas,40.9,2,22,7
A.J. Green,38.1,2,13.2,8
Stefon Diggs,38,2,11.1,9
Mike Evans,33,2,20.7,10
JuJu Smith-Schuster,30,2,11.9,11
Saquon Barkley,29.6,2,18.8,12
Joe Mixon,29.6,2,20.9,13
Ezekiel Elliott,29.3,2,14.6,14
Adam Thielen,29.3,2,10.2,15
Emmanuel Sanders,29.1,2,19.5,16
Jay Ajayi,28.9,2,20.2,17
Austin Ekeler,28.4,2,18.6,18
Chris Thompson,28.1,2,18.8,19
Phillip Lindsay,27.3,2,16.2,20
Davante Adams,27.2,2,14.8,21
Matt Breida,27,2,5.1,22
Will Dissly,26.7,2,16.5,23
Kenny Golladay,26.3,2,11.4,24
Isaiah Crowell,26.1,2,22.2,25
Jesse James,25.8,2,6,26
John Brown,25.7,2,10.5,27
Golden Tate,25.7,2,13.9,28
Adrian Peterson,25.6,2,20.6,29
Brandin Cooks,25.2,2,9.3,30
T.Y. Hilton,24.9,2,10.6,31
Julio Jones,24.4,2,18,32
Kenny Stills,24.3,2,22.6,33
DeAndre Hopkins,24.1,2,7.1,34
Tyler Lockett,23.9,2,11.9,35
Marshawn Lynch,23.7,2,10.9,36
Keenan Allen,23.5,2,16.8,37
Carlos Hyde,23.5,2,12.5,38
Travis Kelce,23.5,2,#N/A,39
Randall Cobb,23.2,2,20.2,40
Keelan Cole,23,2,5.4,41
Tevin Coleman,23,2,10.5,42
Jared Cook,22.9,2,18,43
Antonio Brown,22,2,15.3,44
Chris Godwin,21.7,2,10.1,45
Quincy Enunwa,21.5,2,12.3,46
Christian McCaffrey,21.4,2,7.5,47
Dion Lewis,21.3,2,17,48
O.J. Howard,21,2,5.4,49
Nelson Agholor,20.5,2,5.5,50
Bilal Powell,20.5,2,6.5,51
James White,20,2,11.6,52
T.J. Yeldon,20,2,12.9,53
Eric Ebron,19.7,2,11.1,54
Javorius Allen,19.6,2,9.2,55
Kenyan Drake,19.6,2,6.6,56
Geronimo Allison,19.3,2,12.9,57
Cooper Kupp,19.1,2,12.8,58
Kareem Hunt,18.9,2,#N/A,59
Ted Ginn,18.8,2,15.3,60
Dede Westbrook,18.7,2,#N/A,61
Lamar Miller,17.9,2,10.9,62
Rob Gronkowski,17.8,2,16.3,63
David Johnson,17.8,2,12.7,64
Tyler Boyd,17.7,2,#N/A,65
Jordan Howard,17.5,2,10.7,66
Jarvis Landry,17.5,2,10.6,67
Will Fuller,17.3,2,#N/A,68
Chris Hogan,17.3,2,#N/A,69
Corey Clement,17.1,2,#N/A,70
Phillip Dorsett,17,2,12.6,71
Marvin Jones,16.8,2,#N/A,72
Mike Williams,16.8,2,8.1,73
Dalvin Cook,16.5,2,7.5,74
Willie Snead,16.3,2,10.9,75
Odell Beckham,16.1,2,11,76
Royce Freeman,15.9,2,7.1,77
Dante Pettis,15.6,2,12.1,78
Tavon Austin,15.5,2,#N/A,79
Michael Crabtree,15.4,2,9.8,80
Sammy Watkins,15.2,2,#N/A,81
Brandon Marshall,15,2,10.6,82
Alex Collins,14.9,2,5.9,83
Antonio Callaway,14.8,2,#N/A,84
Evan Engram,14.5,2,#N/A,85
Jarius Wright,14.5,2,#N/A,86
Allen Robinson,14.4,2,6.1,87
Austin Hooper,14.3,2,#N/A,88
Jordan Reed,14.3,2,10.8,89
Kyle Rudolph,14.3,2,7.1,90
Albert Wilson,14.3,2,#N/A,91
Bruce Ellington,14.2,2,9.7,92
Zach Ertz,14.2,2,#N/A,93
Demaryius Thomas,14.1,2,12.3,94
Amari Cooper,13.4,2,#N/A,95
Terrelle Pryor,13.3,2,#N/A,96
Alfred Blue,13.2,2,9.6,97
Jakeem Grant,13,2,9.8,98
Calvin Ridley,12.7,2,#N/A,99
Jordan Wilkins,12.5,2,6.1,100
Todd Gurley,69.6,3,50,1
Alvin Kamara,65,3,46,2
Melvin Gordon,57.6,3,43.2,3
Tyreek Hill,55.9,3,50.3,4
Michael Thomas,53.8,3,40.9,5
James Conner,53.2,3,43.7,6
Mike Evans,52.7,3,33,7
Adrian Peterson,49.6,3,25.6,8
DeSean Jackson,49.2,3,45.5,9
Saquon Barkley,47.3,3,29.6,10
Calvin Ridley,46.2,3,12.7,11
Carlos Hyde,45.8,3,23.5,12
A.J. Green,43.9,3,38.1,13
Isaiah Crowell,43.2,3,26.1,14
Emmanuel Sanders,42.4,3,29.1,15
JuJu Smith-Schuster,41.6,3,30,16
Ezekiel Elliott,41.1,3,29.3,17
Christian McCaffrey,40.8,3,21.4,18
Adam Thielen,39.8,3,29.3,19
Stefon Diggs,39.7,3,38,20
Matt Breida,38.7,3,27,21
Davante Adams,38.4,3,27.2,22
Marshawn Lynch,38.3,3,23.7,23
Tyler Lockett,38.1,3,23.9,24
Kenny Golladay,37.6,3,26.3,25
Tyler Boyd,37.4,3,17.7,26
Mike Williams,36.9,3,16.8,27
Kenny Stills,36.4,3,24.3,28
Robert Woods,36.1,3,#N/A,29
Kareem Hunt,35.3,3,18.9,30
Travis Kelce,34.9,3,23.5,31
John Brown,34.3,3,25.7,32
Javorius Allen,34.2,3,19.6,33
Brandin Cooks,34.2,3,25.2,34
Julio Jones,34,3,24.4,35
Albert Wilson,33.78,3,14.3,36
Tevin Coleman,33.7,3,23,37
Austin Ekeler,33.5,3,28.4,38
Will Fuller,33.4,3,17.3,39
Chris Godwin,33.1,3,21.7,40
Antonio Brown,33,3,22,41
Geronimo Allison,32.9,3,19.3,42
DeAndre Hopkins,32.7,3,24.1,43
Golden Tate,32.6,3,25.7,44
Jakeem Grant,32,3,13,45
Cooper Kupp,31.9,3,19.1,46
Jordan Howard,31.6,3,17.5,47
James White,31.1,3,20,48
T.Y. Hilton,29.9,3,24.9,49
David Johnson,29.9,3,17.8,50
Jarvis Landry,29.8,3,17.5,51
Chris Thompson,29.8,3,28.1,52
Marvin Jones,29.7,3,16.8,53
Joe Mixon,29.6,3,29.6,54
Phillip Lindsay,29.3,3,27.3,55
T.J. Yeldon,29,3,20,56
Jay Ajayi,28.9,3,28.9,57
Sammy Watkins,28.7,3,15.2,58
Jordy Nelson,28.6,3,#N/A,59
Alex Collins,28.3,3,14.9,60
O.J. Howard,28.2,3,21,61
Ted Ginn,28,3,18.8,62
Bilal Powell,27.8,3,20.5,63
Royce Freeman,27.7,3,15.9,64
Quincy Enunwa,27.2,3,21.5,65
Will Dissly,27.1,3,26.7,66
Odell Beckham,27,3,16.1,67
Keelan Cole,27,3,23,68
Lamar Miller,27,3,17.9,69
Chris Carson,26.7,3,#N/A,70
Jesse James,26.5,3,25.8,71
Jared Cook,26,3,22.9,72
Keenan Allen,25.9,3,23.5,73
Dion Lewis,25.3,3,21.3,74
Kyle Rudolph,25.1,3,14.3,75
Corey Clement,24.6,3,17.1,76
Devin Funchess,24.5,3,#N/A,77
Tavon Austin,23.5,3,15.5,78
Randall Cobb,23.4,3,23.2,79
Eric Ebron,23,3,19.7,80
Nelson Agholor,22.9,3,20.5,81
Rob Gronkowski,22.9,3,17.8,82
Chris Ivory,22.6,3,#N/A,83
Alfred Morris,22.5,3,#N/A,84
Dede Westbrook,21.8,3,18.7,85
Michael Crabtree,21.5,3,15.4,86
Zach Ertz,21.5,3,14.2,87
Kerryon Johnson,21.3,3,#N/A,88
Sterling Shepard,21.2,3,#N/A,89
George Kittle,21.1,3,#N/A,90
Jordan Reed,20.8,3,14.3,91
Kenyan Drake,20.6,3,19.6,92
Chris Hogan,20.4,3,17.3,93
Demaryius Thomas,20.4,3,14.1,94
Willie Snead,20.2,3,16.3,95
Vance McDonald,19.8,3,#N/A,96
Giovani Bernard,19.7,3,#N/A,97
Allen Robinson,19.4,3,14.4,98
Paul Richardson,19.1,3,#N/A,99
Austin Hooper,18.6,3,14.3,100
Alvin Kamara,101.1,4,65,1
Todd Gurley,91.2,4,69.6,2
Melvin Gordon,81.5,4,57.6,3
Ezekiel Elliott,71.1,4,41.1,4
Calvin Ridley,63.7,4,46.2,5
Saquon Barkley,63.3,4,47.3,6
Tyreek Hill,61.5,4,55.9,7
DeSean Jackson,60.4,4,49.2,8
Cooper Kupp,60.1,4,31.9,9
Carlos Hyde,60,4,45.8,10
James Conner,59.6,4,53.2,11
Adam Thielen,59.3,4,39.8,12
Kareem Hunt,58.8,4,35.3,13
Mike Evans,58.6,4,52.7,14
Michael Thomas,58.5,4,53.8,15
Golden Tate,57.8,4,32.6,16
A.J. Green,57.7,4,43.9,17
DeAndre Hopkins,55.6,4,32.7,18
James White,54.3,4,31.1,19
Marshawn Lynch,54,4,38.3,20
Brandin Cooks,52.8,4,34.2,21
John Brown,52.2,4,34.3,22
Robert Woods,52.2,4,36.1,23
Stefon Diggs,52,4,39.7,24
Julio Jones,51.3,4,34,25
Adrian Peterson,49.6,4,49.6,26
Jared Cook,49,4,26,27
T.J. Yeldon,49,4,29,28
Travis Kelce,48.7,4,34.9,29
Emmanuel Sanders,48.7,4,42.4,30
JuJu Smith-Schuster,47.6,4,41.6,31
Tyler Boyd,47.4,4,37.4,32
Davante Adams,46.5,4,38.4,33
Matt Breida,45.8,4,38.7,34
Antonio Brown,45.2,4,33,35
Austin Ekeler,45.1,4,33.5,36
David Johnson,45.1,4,29.9,37
Kenny Golladay,45,4,37.6,38
Will Fuller,44.3,4,33.4,39
Isaiah Crowell,43.5,4,43.2,40
Tyler Lockett,43.4,4,38.1,41
Phillip Lindsay,43.2,4,29.3,42
Tevin Coleman,41.4,4,33.7,43
T.Y. Hilton,41.4,4,29.9,44
Jordy Nelson,41.4,4,28.6,45
Giovani Bernard,41.3,4,19.7,46
Geronimo Allison,40.9,4,32.9,47
Christian McCaffrey,40.8,4,40.8,48
Royce Freeman,40.4,4,27.7,49
Kenny Stills,40.4,4,36.4,50
George Kittle,39.6,4,21.1,51
Jarvis Landry,39.2,4,29.8,52
Javorius Allen,38.9,4,34.2,53
Mike Williams,38.4,4,36.9,54
Corey Davis,37.2,4,#N/A,55
Jay Ajayi,37,4,28.9,56
Sterling Shepard,36.9,4,21.2,57
Tarik Cohen,36.8,4,#N/A,58
Alex Collins,36.8,4,28.3,59
Albert Wilson,35.88,4,33.78,60
Chris Godwin,35.3,4,33.1,61
Nyheim Hines,35.3,4,#N/A,62
Marvin Jones,35.3,4,29.7,63
Jordan Howard,34.1,4,31.6,64
Odell Beckham,34,4,27,65
Taylor Gabriel,34,4,#N/A,66
Amari Cooper,33.9,4,#N/A,67
Dede Westbrook,33.9,4,21.8,68
Quincy Enunwa,33.8,4,27.2,69
Jakeem Grant,33.7,4,32,70
Eric Ebron,33,4,23,71
Bilal Powell,33,4,27.8,72
Kerryon Johnson,32.9,4,21.3,73
Zach Ertz,32.7,4,21.5,74
Keenan Allen,32.2,4,25.9,75
Dion Lewis,31.9,4,25.3,76
Lamar Miller,31.9,4,27,77
Kyle Rudolph,30.8,4,25.1,78
Trey Burton,29.8,4,#N/A,79
Chris Thompson,29.8,4,29.8,80
Joe Mixon,29.6,4,29.6,81
Jesse James,28.8,4,26.5,82
Sammy Watkins,28.7,4,28.7,83
Keelan Cole,28.5,4,27,84
Phillip Dorsett,28.5,4,#N/A,85
O.J. Howard,28.2,4,28.2,86
Ted Ginn,28.1,4,28,87
Allen Robinson,27.7,4,19.4,88
Will Dissly,27.6,4,27.1,89
Rob Gronkowski,27.3,4,22.9,90
Donte Moncrief,27.3,4,#N/A,91
Chris Carson,26.7,4,26.7,92
Nick Chubb,26.6,4,#N/A,93
Sony Michel,26.2,4,#N/A,94
Mohamed Sanu,26,4,#N/A,95
Willie Snead,25.8,4,20.2,96
Mike Davis,25.3,4,#N/A,97
Nelson Agholor,25.1,4,22.9,98
Ryan Grant,24.8,4,#N/A,99
Corey Clement,24.6,4,24.6,100
Todd Gurley,120.5,5,91.2,1
Alvin Kamara,105,5,101.1,2
Melvin Gordon,99.5,5,81.5,3
James Conner,90.1,5,59.6,4
Saquon Barkley,88.2,5,63.3,5
Ezekiel Elliott,79.5,5,71.1,6
Adam Thielen,76.9,5,59.3,7
Cooper Kupp,75.1,5,60.1,8
Kareem Hunt,74.2,5,58.8,9
Isaiah Crowell,72.6,5,43.5,10
Tyreek Hill,70.2,5,61.5,11
A.J. Green,68.9,5,57.7,12
DeAndre Hopkins,68.7,5,55.6,13
James White,68,5,54.3,14
Carlos Hyde,67.7,5,60,15
Calvin Ridley,67.5,5,63.7,16
Antonio Brown,67.3,5,45.2,17
T.J. Yeldon,67.2,5,49,18
Robert Woods,66.7,5,52.2,19
Davante Adams,66.5,5,46.5,20
Michael Thomas,65.9,5,58.5,21
